id_partido	competition	home_team	away_team	jornada	fecha	hora	ciudad	estadio	home_goals	away_goals	home_points	away_points
3872740	División de Honor Juvenil	Real Madrid C.F.	Rayo Vallecano de Madrid SAD	24	2023-03-19	17:00h	Valdebebas	Ciudad Real Madrid	1	0	3	0
3872741	División de Honor Juvenil	A.D. Alcorcón SAD	Rayo Ciudad Alcobendas CF	24	2023-03-18	16:00h	Alcorcón	Santo Domingo	1	0	3	0
3872742	División de Honor Juvenil	Rayo Ciudad Alcobendas CF	C.D. Badajoz 1905	25	2023-04-02	14:00h	Alcobendas	Luis Aragonés - Ppvo. Mpal. José Caballero	6	0	3	0
3872743	División de Honor Juvenil	C.D.I. de la Amistad	AD Sporting Hortaleza	25	2023-04-02	12:00h	Palencia	Campos del C.I. Amistad 1	4	2	3	0
3872744	División de Honor Juvenil	C.F. Fuenlabrada SAD	C.D. Leganés SAD	25	2023-04-02	11:00h	Moraleja De Enmedio	Moraleja de Enmedio - La Dehesa	2	1	3	0
3872745	División de Honor Juvenil	Club Atlético de Madrid SAD	C.F. Rayo Majadahonda	25	2023-04-02	12:30h	Alcalá De Henares	C.D. ALCALÁ (natural)	1	0	3	0
3872746	División de Honor Juvenil	U.D. La Cruz Villanovense	C.D. Col. Diocesano	25	2023-04-02	12:00h	Villanueva De La Serena	Anexo Estadio Villanovense	2	1	3	0
3872747	División de Honor Juvenil	Getafe C.F. SAD	C. y D. Leonesa S.A.D.	25	2023-04-01	17:00h	Getafe	Ciudad Deportiva Getafe	1	1	1	1
3872748	División de Honor Juvenil	Real Valladolid C.F. S.A.D.	Real Madrid C.F.	25	2023-04-01	12:30h	Valladolid	Anexos E.M. José Zorrilla 3	1	2	0	3
3872749	División de Honor Juvenil	Rayo Vallecano de Madrid SAD	A.D. Alcorcón SAD	25	2023-04-01	16:00h	Madrid	C.Dep. Fundacion Rayo Vallecano - Campo 4	1	0	3	0
3872750	División de Honor Juvenil	AD Sporting Hortaleza	C.D. Badajoz 1905	26	2023-04-09	12:00h	Madrid	Municipal Sporting de Hortaleza	1	2	0	3
3872751	División de Honor Juvenil	C.D. Leganés SAD	C.D.I. de la Amistad	26	2023-04-06	16:00h	Leganes	Instalación Deportiva Butarque	1	0	3	0
3872752	División de Honor Juvenil	C.F. Rayo Majadahonda	C.F. Fuenlabrada SAD	26	2023-04-09	16:00h	Majadahonda	Campos Municipales Valle de la Oliva	1	2	0	3
3872753	División de Honor Juvenil	C.D. Col. Diocesano	Club Atlético de Madrid SAD	26	2023-04-08	12:00h	Cáceres	Federación de Caceres	2	3	0	3
3872754	División de Honor Juvenil	C. y D. Leonesa S.A.D.	U.D. La Cruz Villanovense	26	2023-04-09	17:00h	Leon	Area D. de Puente Castro 1	1	0	3	0
3872755	División de Honor Juvenil	Real Madrid C.F.	Getafe C.F. SAD	26	2023-04-06	12:00h	Valdebebas	Ciudad Real Madrid	3	0	3	0
3872756	División de Honor Juvenil	A.D. Alcorcón SAD	Real Valladolid C.F. S.A.D.	26	2023-04-09	16:00h	Alcorcón	Santo Domingo	0	1	0	3
3872757	División de Honor Juvenil	Rayo Vallecano de Madrid SAD	Rayo Ciudad Alcobendas CF	26	2023-04-06	13:30h	Madrid	C.Dep. Fundacion Rayo Vallecano - Campo 4	1	3	0	3
3872758	División de Honor Juvenil	Rayo Ciudad Alcobendas CF	AD Sporting Hortaleza	27	2023-04-16	13:45h	Alcobendas	Luis Aragonés - Ppvo. Mpal. José Caballero	2	0	3	0
3872759	División de Honor Juvenil	C.D. Badajoz 1905	C.D. Leganés SAD	27	2023-04-15	16:00h	Badajoz	Campos Federativos Eusebio Bejarano Vilaro	1	2	0	3
3872760	División de Honor Juvenil	C.D.I. de la Amistad	C.F. Rayo Majadahonda	27	2023-04-16	12:00h	Palencia	Campos del C.I. Amistad 1	1	3	0	3
3872761	División de Honor Juvenil	C.F. Fuenlabrada SAD	C.D. Col. Diocesano	27	2023-04-16	12:30h	Moraleja De Enmedio	Moraleja de Enmedio - La Dehesa	2	0	3	0
3872762	División de Honor Juvenil	Club Atlético de Madrid SAD	C. y D. Leonesa S.A.D.	27	2023-04-16	12:30h	Alcala De Henares	C.D. ALCALÁ (natural)	2	0	3	0
3872763	División de Honor Juvenil	U.D. La Cruz Villanovense	Real Madrid C.F.	27	2023-04-16	12:00h	Villanueva De La Serena	Anexo Estadio Villanovense	0	5	0	3
3872764	División de Honor Juvenil	Getafe C.F. SAD	A.D. Alcorcón SAD	27	2023-04-16	12:00h	Getafe	Ciudad Deportiva Getafe	2	0	3	0
3872765	División de Honor Juvenil	Real Valladolid C.F. S.A.D.	Rayo Vallecano de Madrid SAD	27	2023-04-15	16:00h	Valladolid	Anexos E.M. José Zorrilla	1	1	1	1
3872766	División de Honor Juvenil	C.D. Leganés SAD	AD Sporting Hortaleza	28	2023-04-23	12:00h	Leganés	Instalación Deportiva Butarque	3	1	3	0
3872767	División de Honor Juvenil	C.F. Rayo Majadahonda	C.D. Badajoz 1905	28	2023-04-22	16:30h	Majadahonda	Campos Municipales Valle de la Oliva	3	1	3	0
3872768	División de Honor Juvenil	C.D. Col. Diocesano	C.D.I. de la Amistad	28	2023-04-23	18:00h	Caceres	Federación de Caceres	2	2	1	1
3872769	División de Honor Juvenil	C. y D. Leonesa S.A.D.	C.F. Fuenlabrada SAD	28	2023-04-23	17:30h	Leon	Area D. de Puente Castro 1	2	1	3	0
3872770	División de Honor Juvenil	Real Madrid C.F.	Club Atlético de Madrid SAD	28	2023-04-23	16:00h	Valdebebas	Ciudad Real Madrid	5	0	3	0
3872771	División de Honor Juvenil	A.D. Alcorcón SAD	U.D. La Cruz Villanovense	28	2023-04-23	16:00h	Alcorcón	Santo Domingo	1	1	1	1
3872772	División de Honor Juvenil	Rayo Vallecano de Madrid SAD	Getafe C.F. SAD	28	2023-04-22	13:30h	Madrid	C.Dep. Fundacion Rayo Vallecano - Campo 4	1	2	0	3
3872773	División de Honor Juvenil	Real Valladolid C.F. S.A.D.	Rayo Ciudad Alcobendas CF	28	2023-04-22	13:00h	Valladolid	Anexos E.M. José Zorrilla 3	1	3	0	3
3872774	División de Honor Juvenil	C.D. Leganés SAD	Rayo Ciudad Alcobendas CF	29	2023-04-29	16:00h	Leganés	Instalación Deportiva Butarque	0	2	0	3
3872775	División de Honor Juvenil	AD Sporting Hortaleza	C.F. Rayo Majadahonda	29	2023-04-30	18:00h	Madrid	Municipal Sporting de Hortaleza	0	1	0	3
3872776	División de Honor Juvenil	C.D. Badajoz 1905	C.D. Col. Diocesano	29	2023-04-29	18:00h	Badajoz	Campos Federativos Eusebio Bejarano Vilaro	2	3	0	3
3872777	División de Honor Juvenil	C.D.I. de la Amistad	C. y D. Leonesa S.A.D.	29	2023-04-30	12:00h	Palencia	Campos del C.I. Amistad 1	3	1	3	0
3872778	División de Honor Juvenil	C.F. Fuenlabrada SAD	Real Madrid C.F.	29	2023-04-30	11:00h	Moraleja De Enmedio	Moraleja de Enmedio - La Dehesa	0	1	0	3
3872779	División de Honor Juvenil	Club Atlético de Madrid SAD	A.D. Alcorcón SAD	29	2023-04-29	12:30h	Alcalá De Henares	C.D. ALCALÁ (natural)	2	0	3	0
3872780	División de Honor Juvenil	U.D. La Cruz Villanovense	Rayo Vallecano de Madrid SAD	29	2023-04-29	17:00h	Villanueva De La Serena	Anexo Estadio Villanovense	5	2	3	0
3872781	División de Honor Juvenil	Getafe C.F. SAD	Real Valladolid C.F. S.A.D.	29	2023-04-29	16:00h	Getafe	Ciudad Deportiva Getafe	1	1	1	1
3872782	División de Honor Juvenil	C.F. Rayo Majadahonda	C.D. Leganés SAD	30	2023-05-06	16:00h	Majadahonda	Campos Municipales Valle de la Oliva	1	1	1	1
3872783	División de Honor Juvenil	C.D. Col. Diocesano	AD Sporting Hortaleza	30	2023-05-07	17:00h	Cáceres	Federación de Caceres	3	2	3	0
3872784	División de Honor Juvenil	C. y D. Leonesa S.A.D.	C.D. Badajoz 1905	30	2023-05-07	12:00h	Leon	Area D. de Puente Castro 1	4	0	3	0
3872785	División de Honor Juvenil	Real Madrid C.F.	C.D.I. de la Amistad	30	2023-05-06	12:00h	Valdebebas	Ciudad Real Madrid	8	1	3	0
3872786	División de Honor Juvenil	A.D. Alcorcón SAD	C.F. Fuenlabrada SAD	30	2023-05-06	16:00h	Alcorcón	Santo Domingo	1	2	0	3
3872787	División de Honor Juvenil	Rayo Vallecano de Madrid SAD	Club Atlético de Madrid SAD	30	2023-05-06	16:00h	Madrid	C.Dep. Fundacion Rayo Vallecano - Campo 4	0	0	1	1
3872788	División de Honor Juvenil	Real Valladolid C.F. S.A.D.	U.D. La Cruz Villanovense	30	2023-05-07	15:30h	Valladolid	Anexos E.M. José Zorrilla 3	4	1	3	0
3872789	División de Honor Juvenil	Rayo Ciudad Alcobendas CF	Getafe C.F. SAD	30	2023-05-07	14:00h	Alcobendas	Luis Aragonés - Ppvo. Mpal. José Caballero	2	1	3	0
