id_partido	team	scorers
3872772	home	<li>De Las Sias 15' </li>
3872772	away	<li>Llorente 22' </li>
3872772	away	<li>Bragado 45' </li>
3872773	home	<li>Alejandro 78' (P)</li>
3872773	away	<li>Peña 67' </li>
3872773	away	<li>Carvajal 48' </li>
3872773	away	<li>Carvajal 83' </li>
3872774	away	<li>Peña 37' (P)</li>
3872774	away	<li>Carvajal 56' </li>
3872775	away	<li>Cabezas 74' </li>
3872776	home	<li>Conejero 70' </li>
3872776	home	<li>Conejero 90' </li>
3872776	away	<li>Roman 7' </li>
3872776	away	<li>Pablo 15' </li>
3872776	away	<li>Paz 87' </li>
3872777	home	<li>Mario 28' </li>
3872777	home	<li>Victor 36' </li>
3872777	home	<li>Bruno 30' </li>
3872777	away	<li>Juan 42' </li>
3872778	away	<li>Chema 24' </li>
3872779	home	<li>Francisco 43' </li>
3872779	home	<li>Denia 63' </li>
3872780	home	<li>Morales 54' (P)</li>
3872780	home	<li>Alvaro 21' </li>
3872780	home	<li>Alvarez 60' </li>
3872780	home	<li>Manuel 79' </li>
3872780	home	<li>Garcia 70' </li>
3872780	away	<li>Nieto 76' (P)</li>
3872780	away	<li>Ybarra 32' </li>
3872781	home	<li>Llorente 20' </li>
3872781	away	<li>Hugo 35' </li>
3872782	home	<li>Tallal 46' </li>
3872782	away	<li>Mota 2' </li>
3872783	home	<li>Carlos 5' </li>
3872783	home	<li>Carlos 36' </li>
3872783	home	<li>Peña 85' </li>
3872783	away	<li>Jesus Javier 62' </li>
3872783	away	<li>Mciver 57' </li>
3872784	home	<li>Arturo 13' </li>
3872784	home	<li>Arturo 51' </li>
3872784	home	<li>Iker 38' </li>
3872784	home	<li>Daniel 85' </li>
3872785	home	<li>Garcia 13' </li>
3872785	home	<li>Garcia 36' </li>
3872785	home	<li>Garcia 39' </li>
3872785	home	<li>Garcia 57' </li>
3872785	home	<li>Nobrega 29' </li>
3872785	home	<li>Duran 61' </li>
3872785	home	<li>Cesar 61' </li>
3872785	away	<li>Sergio M. 3' (PP)</li>
3872785	away	<li>Iker 82' </li>
3872786	home	<li>Blazquez 83' </li>
3872786	away	<li>Calvo 43' </li>
3872786	away	<li>Amaro 1' </li>
3872788	home	<li>Ribeiro 19' </li>
3872788	home	<li>Aday 55' </li>
3872788	home	<li>Jesus 71' (P)</li>
3872788	home	<li>Alejandro 88' (P)</li>
3872788	away	<li>Garcia 89' (P)</li>
3872789	home	<li>Carvajal 85' </li>
3872789	home	<li>Fernandez 90' </li>
3872789	away	<li>Fernandez 53' </li>
